,index,title,description,img,cleand_title,location,Specialties,Delivery / Pick-up,Halal Status,Less Sweet,IG,Email,Website
139,197,Mocha Bakehouse (Sengkang),"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries
Our launch menu consists of Tarte au Citron (Lemon Tart), Tiramisu, Uji Matcha Tiramisu, Butter Cookies with assorted flavours and Crunchy Chocolate Chip Cookies! Bestsellers would be our Tarte au Citron (Lemon Tart) and Earl Grey Butter Cookie!! Follow us on Instagram @MochaBakehouse/ WhatsApp us at +65 9712 5107 for queries/ to order! Islandwide delivery: $6. Self-Collection at S793472. We can also help you handwrite a short note if you decide to send the sweet treats as gifts!
Less sweetDelivery/Self Pick-upEmail: Mochabakehouse@gmail.comIG:
@MochaBakehouseFB:
@MochaBakehouse","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Mocha Bakehouse,Sengkang,"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries",Delivery / Self Pick-up,No,Yes,@MochaBakehouse,Mochabakehouse@gmail.com,
140,198,soonkuehzzz (Toa Payoh),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Festive Baked Goods (Christmas), Brownies, Scones
Our bakes are made with less sugar without compromising on the quality and taste. We provide islandwide delivery (except Sentosa, Tuas and Jurong Island) so you can enjoy our affordable bakes in the comfort of your homes. We are also available if you would like to self-pickup at Toa Payoh. Delivery is free with a minimum order of $50.
Less sweetDelivery/Self Pick-upOperating by bakesales so the next one is in Sep and NovIG:
@soonkuehzzz","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",soonkuehzzz,Toa Payoh,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Festive Baked Goods (Christmas), Brownies, Scones",Delivery / Self Pick-up,No,Yes,@soonkuehzzz,,
141,199,Creme Hut (Yishun),"Cupcakes
flavours:- double chocolate- oreo chocolate- oreo cream cheese- oreo vanilla
$1.90 eachfather’s day promo 8 for $12
delivery additional $4.20
payment method:paynow to 8892 3798 orbank transfer to Uob savings 358-391-472-0
our order form has clearer information: https://docs.google.com/forms/d/e/1FAIpQLSetnr7ukYBBnORw37unOcVuKu8MGtf44M_gJg7gBIwOusx_pg/viewform
HalalDelivery/Self Pick-up (760308 Yishun ring road blk 308)Website:
https://docs.google.com/forms/d/e/1FAIpQLSetnr7ukYBBnORw37unOcVuKu8MGtf44M_gJg7gBIwOusx_pg/viewformEmail:
minicupcakes190@gmail.comIG: @cremehut","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Creme Hut,Yishun,Cupcakes,Delivery / Self Pick-up,No,No,@cremehut,minicupcakes190@gmail.com,https://docs.google.com/forms/d/e/1FAIpQLSetnr7ukYBBnORw37unOcVuKu8MGtf44M_gJg7gBIwOusx_pg/viewform
142,200,Mookies (Kovan),"Cookies & Biscuits, Brownies, Biscuits
Signature Peanut Butter Mochi and Chocolate Chip Cookies
Bake Sale OnlyDelivery/Self Pick-upIG: @madformookies","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Mookies,Kovan,"Cookies & Biscuits, Brownies, Biscuits",Delivery / Self Pick-up,No,No,@madformookies,,
143,201,Rosette Bakery (Bukit Batok),"Cakes, Festive Baked Goods (Chinese New Year, Christmas)
Less sweetDelivery/Self Pick-upEmail: rosettebakery@gmail.comIG: @rosettebakery FB: rosettebakery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Rosette Bakery,Bukit Batok,"Cakes, Festive Baked Goods (Chinese New Year, Christmas)",Delivery / Self Pick-up,No,Yes,@rosettebakery,rosettebakery@gmail.com,
144,202,MAE'S (Novena),"Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Chinese New Year), Traditional Desserts
Online based home bakerySmall bites, Big flavorsSignature Ondeh Ondeh Tartscontact: maessbbf@gmail.com, IG: maes_sbbfDelivery options: Friday evenings, Saturdays & Sundays ONLYSelf pick-up: available any day at Novena Square 1 taxi stand( please order day before self pick-up) Order instructions: email/instagram dm to order
Delivery/Self Pick-upEmail:
maessbbf@gmail.comIG: @maes_sbbfFB: MAE'S
","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",MAE'S,Novena,"Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Chinese New Year), Traditional Desserts",Delivery / Self Pick-up,No,No,@maes_sbbf,maessbbf@gmail.com,
145,203,Moonbeam Bakes (Clementi/Holland Village),"Cookies & Biscuits, Pies & Tarts, Brownies, Pound Cakes
Hi guys, welcome to our side hustle! Our brownies and banana loaf are our BEST BAKES so do try them first!
We wanna take it chill and thus will only bake to order, so let us know at least 4-5 days in advance if you wna order something and we will gather all the ingredients needed to get it done for you :-)
If it is really last min, dont worry, we got you. Pop us a dm and we’ll see what we can do!
We can also do customised dessert boxes (min 4 boxes) so let us know if you would like to craft your own box.
We might do random story sales where you can buy loose slices if you don’t want to order in bulk so keep a lookout!
Self collection or $4 delivery fee for orders above $150!
Less sweetDelivery/Self Pick-upIG:
@moonbeam_bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Moonbeam Bakes,Clementi/Holland Village,"Cookies & Biscuits, Pies & Tarts, Brownies, Pound Cakes",Delivery / Self Pick-up,No,Yes,@moonbeam_bakes,,
146,204,Party Platter (Serangoon North Ave 4),"Cakes, Birthday Cakes, Cookies & Biscuits, Traditional Desserts
A simple homebaker looking to bring joy with my cakes and bakes. Items are listed for sale only after they have passed 'rigorous' testing. Cakes come in 5 inch size which serves 2 to 4 persons, suitable for cosy and intimate celebrations.
Delivery can be arranged at a fee or self collect at Serangoon North Ave 4.
Menu will be updated with seasonal offerings and new items so do check us out regularly.
You may place your order through Facebook, Instagram, Carousell or WhatsApp
Vegan options availableLess sweet
CreativeDelivery/Self Pick-upIG: @partyplatter.igFB: Party PlatterCarousell: @partyplatter","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Party Platter,Serangoon North Ave 4,"Cakes, Birthday Cakes, Cookies & Biscuits, Traditional Desserts",Delivery / Self Pick-up,No,Yes,@partyplatter.ig,,
147,205,Love Batter (Bishan),"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies, Healthy Bakes
Love Batter is a project formed out of love and kinship, specialising in cakes, cookies & tarts. The delicious treats offered are baked in small batches with the finest ingredients. Indulge in these treats guilt-free as Love Batter's in-house baker has made them healthier and 100% natural, inspired by the nutritional needs of her granny. At Love Batter, you can find the freshest treats specially baked in the same day itself. 🍰
10% of the profits would be donated to AWWA Senior Community Home at the end of every month. ❤️
Pre-order at least 1 day in advance, but this is subjected to availability based on order volume. We are offering self pick-up and delivery options!
Less sweetSugar free, whole wheat & 100% natural ingredientsDelivery/Self Pick-upIG:
@love.batterCarousell:
@love.batter","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Love Batter,Bishan,"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas), Brownies, Healthy Bakes",Delivery / Self Pick-up,No,Yes,@love.batter,,
148,206,Baked Beans (Woodlands),"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Bread, Festive Baked Goods (Christmas), Brownies
At Baked Beans, we pride ourselves on delivering customized bakes through extensive and collaborative consultations. Share your ideas and visions with us and we will try our best to bring them to life! We are also big on flexibility, experimentation and sharing knowledge with others, so don't hesitate to inquire about orders by DM-ing us on Instagram @baked.beans.jpg.
We specialize in customized cakes and cupcakes, but we have a larger menu that can be found here, along with FAQs: https://bit.ly/2Y7ItLA
To order, simply DM us on Instagram at least two weeks in advance for customized cake and cupcake orders. We do not provide free delivery. Self-collection is highly encouraged, but you may also engage delivery services to transport the orders for you.
Less sweetSelf Pick-upMenu: https://bit.ly/2Y7ItLAEmail:
contact.bakedbeansjpg@gmail.comIG:
@baked.beans.jpg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Baked Beans,Woodlands,"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Bread, Festive Baked Goods (Christmas), Brownies",Self Pick-up,No,Yes,@baked.beans.jpg,contact.bakedbeansjpg@gmail.com,https://bit.ly/2Y7ItLA
149,207,BakerLe (Boon Keng),"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Bread, Pastries, Festive Baked Goods (Christmas), Brownies, Donuts
Whatsapp 98293355/insta dm @Baker_Le
Vegan, child-friendly, paleo options availableLess sweetDelivery/Self Pick-upEmail:
bakerle98@gmail.comIG: @Baker_Le","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",BakerLe,Boon Keng,"Cakes, Birthday Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Bread, Pastries, Festive Baked Goods (Christmas), Brownies, Donuts",Delivery / Self Pick-up,No,Yes,@Baker_Le,bakerle98@gmail.com,
150,208,Kam Home To Yew (Canberra Drive),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Christmas and more), Brownies
Just a couple spreading joy and happiness from our humble little kitchen!
We are currently doing weekend bake sales. Capped orders are taken throughout the week until Friday 6PM, and will be baked and delivered on Saturday. Menu changes from time to time, and assortment bake boxes are available.
Please follow us on instagram at https://instagram.com/kamhometoyew to view our current menu. Orders are to be placed via order form at https://tinyurl.com/kamhometoyewbakesale. More details on payment instructions in the order form.
Delivery options:(a) self-collection (FOC) will take place on Saturday at 7pm at the main entrance of The Visionaire (180-202 Canberra Drive); and(b) islandwide delivery is available at $8 per location. Courier will pick up orders for delivery on Saturday and deliver by night.
Less sweetDelivery/Self Pick-up (The Visionaire (180-202 Canberra Drive))Email:
kamhometoyew@gmail.comIG: @kamhometoyewFB: @kamhometoyewCarousell:
kamhometoyew","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Kam Home To Yew,Canberra Drive,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Christmas and more), Brownies",Delivery / Self Pick-up,No,Yes,@kamhometoyew,kamhometoyew@gmail.com,https://instagram.com/kamhometoyew
151,209,Missy Sweets Creations (Paya Lebar/Ang Mo Kio Ave 6),"Cakes, Birthday Cakes, Cookies & Biscuits, Pies & Tarts
We specialise in Chessecakes, Chocolate Fudge cake, Pandan Kaya cake and mango mousse cup dessert
Less sweetDelivery/Self Pick-upLocation:
Paya Lebar Mrt for Cheesecakes and Mousse cup, Ang Mo Kio Ave 6 for Chocolate Fudge cake and Pandan Kaya CakeEmail:
mandylpc@gmail.comFB:
Missy Sweets Creations","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Missy Sweets Creations,Paya Lebar/Ang Mo Kio Ave 6,"Cakes, Birthday Cakes, Cookies & Biscuits, Pies & Tarts",Delivery / Self Pick-up,No,Yes,,mandylpc@gmail.com,
152,210,Bakesinyourbelly (Jurong West),"Cookies & Biscuits, Bread
Product launched currently is only on melon pan. Pre-bake sale is released on a weekly basis which include delivery to all locations and self-collection method. Just slide into the dm for orders and other enquiries.
Delivery/Self Pick-upIG: @Bakesinyourbelly","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Bakesinyourbelly,Jurong West,"Cookies & Biscuits, Bread",Delivery / Self Pick-up,No,No,@Bakesinyourbelly,,
153,211,Lookie Cookie (Upper East Coast),"Cookies & Biscuits, Pies & Tarts
Lookie Cookie is a passion project born out of a love for premium chocolate in Singapore. Sharing great food with loved ones is one of our biggest joys in life, and we’re on a mission to deliver that! We’re known for our Valrhona Dark Chocolate Cookies and tarts.
Delivery/Self Pick-upWebsite: www.ohlookiecookie.comIG:
@lookiecookiesg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Lookie Cookie,Upper East Coast,"Cookies & Biscuits, Pies & Tarts",Delivery / Self Pick-up,No,No,@lookiecookiesg,,www.ohlookiecookie.com:
154,212,by_Mi (Tampines/Bedok Reservoir),"Cakes, Cookies & Biscuits, Pies & Tarts, Bread, Pastries
A small batch home-based bakery! We do regular bake & booch sales~ islandwide delivery @ $8 flat, free self collection in the east (tampines)!
Delivery/Self Pick-upIG: @foodmadebymi","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",by_Mi,Tampines/Bedok Reservoir,"Cakes, Cookies & Biscuits, Pies & Tarts, Bread, Pastries",Delivery / Self Pick-up,No,No,@foodmadebymi,,
155,213,Gaily Bakes (Bukit Batok),"Cookies & Biscuits
Baked to order cookies in small batches. Limit slots daily. delivery islandwide with a flat fee of $12, waived for order about $100. self-collection is at bukit batok. Order form is at our website and we will contact customers on the payment details and order confirmation once they submit out order form.
Less sweetDelivery/Self Pick-upWebsite:
http://gailybakes.weeblysite.comEmail:
gailybakesntreats@gmail.comIG: @GailyBakesFB:
Gaily BakesCarousell: Gaily Bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Gaily Bakes,Bukit Batok,Cookies & Biscuits,Delivery / Self Pick-up,No,Yes,@GailyBakes,gailybakesntreats@gmail.com,http://gailybakes.weeblysite.comEmail:
156,214,Roses Bakes (Serangoon Gardens),"Cakes, Cookies & Biscuits, Tiramisu
Delicious treats for you, your family and friends! Islandwide delivery or opt for self pick up :)
Gluten and dairy freeDelivery/Self Pick-upIG:
@roses.homebakedFB:
Rose's Bakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Roses Bakes,Serangoon Gardens,"Cakes, Cookies & Biscuits, Tiramisu",Delivery / Self Pick-up,No,No,@roses.homebaked,,
157,215,Baker In Pyjamas (Kallang),"Cupcakes, Cookies & Biscuits, Brownies, Pound Cakes/Loaves
Self-collection at Kallang or $8 islandwide delivery, DM to order via our IG page
Delivery/Self Pick-upIG: @bakerinpyjamasFB:
bakerinpyjamasCarousell: @tacodage","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Baker In Pyjamas,Kallang,"Cupcakes, Cookies & Biscuits, Brownies, Pound Cakes/Loaves",Delivery / Self Pick-up,No,No,@bakerinpyjamas,,
158,216,BakedSimply (Bukit Batok),"Cakes, Brownies
We are two home baker specialises in #Everydaycake like chiffon cake, pound cake and brownies.
Using simple ingredients with simple methods to bake something great that is good for anytime of the day. Do visit our website for more information at www.bakedsimply.com and follow us on our social media for updates!
All orders require at least two days to fulfil as we have a small set up at home and it’s our aim to bake to order all of our cakes to ensure freshness and quality
During this period we do islandwide delivery for flat $8 for minimum order of $20 and free delivery for order above $65. Do support us!
Help share with your friends and family!
Delivery/Self Pick-upWhatsApp: 91554161Order here: https://take.sg/s/6591554161Website: www.bakedsimply.comEmail:
Info.bakedsimply@gmail.comInstagram: @baked_simplyFacebook: @bakedsimplysg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",BakedSimply,Bukit Batok,"Cakes, Brownies",Delivery / Self Pick-up,No,No,@baked_simplyFacebook,Info.bakedsimply@gmail.com,www.bakedsimply.com
